,task_id,uuid,violation,description
0,5f127f55fdc4150010e37244,972ac409-a86e-41eb-b0e2-f667c065dd5a,Check 2,Box is overlapping box cccda4ab-2cf6-43c6-97d3-5616152ed974 by 98%
